id,Composer,Title,Publisher,Comment,OCLC,Classification
346,"Haydn, Joseph, 1732-1809.",Divertimento ,"Elkan-Vogel Inc., Bryn Mawr, Pa., .", Score and part in paper sleeve. Music is in excellent condition. Cover shows wear and has tears at the crease. Transcribed by Gregor Piatigorsky.,7880571,H39 2tet DIV XVI:19
1112,"Haydn, Joseph, 1732-1809.","Divertimento, violoncello and piano ","Elkan-Vogel Co., Philadelphia, .", Score only; violoncello part is missing. Score is in fair condition. Some yellowing of paper and a small tear at the crease. J. Haydn ; transcribed by Gregor Piatigorsky.,606114010,H39 2tet DIV XVI:19
12,"Haydn, Joseph, 1732-1809.",Duet : for violin and cello ,"International Music Company, New York City, .", Two parts.,869588080,H39 2tet I5
541,"Haydn, Joseph, 1732-1809.","Konzert D-Dur, opus 101 :für Violoncello und Orchester : Hoboken VII b: 2 ","B. Schott's Söhne, Mainz, ."," Score and part. Fair condition. Light staining on cello part. Cover is tearing off of score at the crease. Joseph Haydn ; nach der Original-Ausg. Eingerichtet und mit Kadenzen hrsg. Von Maurice Gendron. Preface in German, French & English. Acc. Arr. For piano.",4552280,H39 2tet CON Hob. VIIb:2 S36
481,"Haydn, Joseph, 1732-1809.","Konzert Nr. 1 für Violoncello und Orchester :D dur, Hob VIIb: 2 ","Breitkopf & Härtel, Leipzig, ."," Score and part. Very worn condition. Score pages are yellowed, foxing and tearing at the binding. Part is an American reprint from Associated Music Publishers, Inc. Cover is tattered and in very poor condition. Bearb., neu instrumentiert und mit Kadenzen versehen von F.A. Gevaert.",4898334,H39 2tet CON Hob. VIIb:2 B74
497,"Haydn, Joseph, 1732-1809.","Konzert, für Violoncello und Orchester ","C.F. Peters Corporation, New York, ."," Score and part in paper sleeve. Score/part are in good condition. Cover is worn, yellowing and has some tape repair at the crease. Für Violoncello und Klavier ; herausgegeben von Julius Klengel.",7995219,H39 2tet CON D-Maj P48
437,"Haydn, Joseph, 1732-1809.",Minuet for cello and piano ,"International Music Company, New York City, .", Score and part. Fair condition. Some yellowing. Heavy bowmarkings. Transcribed for violoncello and piano by Alfredo Piatti ; edited by Hugo Becker.,9401292,H39 2tet MIN
794,"Haydn, Joseph, 1732-1809.","Quartett für Flöte (Violine), Violine, Viola und bezifferten Bass, op. 5, Nr. IV ","Nagels Verlag, London, .", Score and four parts. Aged condition. Paper is very yellowed and cover of score is tearing at the crease. The top right corner of the score and each part have been cut off. Figured bass realized for harpsichord; includes part for violoncello. Joseph Haydn ; hrsg. Von Walter Upmeyer.,20473132,H39 4tet op. 5
245,"Haydn, Joseph, 1732-1809.",Sonata :in C major : originally for violin and bass ,"International Music Company, New York City, .", Score and part in paper sleeve. Poor condition. Yellowing of paper. Cover is torn in half at the crease. Heavy bowmarkings. Transcribed for cello and piano by A. Piatti ; edited by Hugo Becker.,8072227,H39 2tet SON C-Maj
69,"Haydn, Joseph, 1732-1809.","Streichquartette :Heft IX : Appony-Quartette, Opus 71/74 ","G. Henle Verlag, Munich, 1980."," Four parts in paper sleeve. Excellent condition. Joseph Haydn ; nach den Autographen, ältesten Abschriften und den Erstausgaben herausgegeben von Georg Feder und Isidor Saslav.",9077644,H39 4tet H46 Heft IX
52,"Haydn, Joseph, 1732-1809.","Streichquartette.Heft VIII, Zweite Tost-Quartette, opus 64 ","G. Henle Verlag, Munchen, 1980.", Four parts in paper sleeve. No bowmarkings. Excellent condition.,7311184,H39 4tet H46 Heft VIII
1074,"Haydn, Joseph, 1732-1809.","Trio no. 36, Es-dur, Hob. XV: 22 ","Doblinger, Wien, ."," Photocopies of score and parts are stored in a manila folder. No originals. Joseph Haydn ; nach den Autographen, frühen Abschriften und Erst-bzw. Frühdrucken hrsg. Von H.C. Robbins Landon. Preface in German and English.",2052414,H39 3tet Hob. XV:22
868,"Haydn, Joseph, 1732-1809.","Trios : für Klavier, Flöte (oder Violine) und Violoncello, Band III ","G. Henle Verlag, München, ."," Score and two parts. Good condition. Joseph Haydn ; nach Abschriften und den ältesten Drucken hrsg. Von Wolfgang Stockmeier ; Fingersatz der Klavierstimme, Jörg Demus.",2739796,H39 3tet H46 Band III
1110,"Haydn, Joseph, 1732-1809.","Trios für Klavier, Violine und Violoncello. Band II ","C.F. Peters, Frankfurt, .", Violin and cello parts only; score is missing.  Parts are in good condition. Joseph Haydn ; herausgegeben von Friedrich Hermann.,221686228,H39 3tet P48 Band II
717,"Haydn, Joseph, 1732-1809.","Trios für Klavier, Violine und Violoncello. Band II ","G. Henle Verlag, München, ."," Score and two parts. Very good condition. Joseph Haydn ; nach Eigenschriften, Abschriften und den ältesten Drucken herausgegeben von Wolfgang Stockmeier ; Fingersatz der Klavierstimme Jörg Demus.",49962068,H39 3tet H46 Band II
1111,"Haydn, Joseph, 1732-1809.","Trios für Klavier, Violine und Violoncello. Band III ","C.F. Peters, Frankfurt, .", Violoncello part only; violin part and score are missing. Violoncello part is in excellent condition. Joseph Haydn ; revidiert von Friedrich Hermann.,775031439,H39 3tet P48 Band III
718,"Haydn, Joseph, 1732-1809.","Trios für Klavier, Violine und Violoncello. Band IV ","G. Henle Verlag, München, ."," Score and two parts. Very good condition. Joseph Haydn ; nach einer Abschrift und den ältesten Drucken herausgegeben von Irmgard Becker-Glauch ; Fingersatz der Klavierstimme Jörg Demus. Preface in German, English, and French.",21541087,H39 3tet H46 Band IV
738,"Haydn, Joseph, 1732-1809.","Trios für Klavier, Violine, und Violoncello ","C. F. Peters, Frankfurt, .", Violin part only.  Band I of III only.  Violin part has been rebound into a leather hardback form.  Leather is deteriorating.  Paper is yellowed and starting to separate from the binding.,79843818,H39 3tet P48 Band I
719,"Haydn, Joseph, 1732-1809.","Trios für Pianoforte, Violine u. Violoncell. Band I ","C. F. Peters Corporation, New York, .", Score and two parts. Good condition. Some tearing of the cover. An additional violoncell part is filed with this item (from the same publisher). Von Joseph Haydn ; revidiert von Fr. Hermann.,22091161,H39 3tet P48 Band I
624,"Haydn, Joseph, 1732-1809.","Twelve string quartets, opp. 55, 64, and 71, complete ","Dover Publications, New York, .", 280 pages of music. Good condition. Joseph Haydn ; edited by Wilhelm Altmann.,7091643,H39 4tet D68
534,"Haydn, Joseph, 1732-1809.",Violoncellokonzert D-dur : Hob. VIIb: 2 : Klavierauszug =Violoncello concerto in D major : Hob. VIIb: 2 : piano reduction ,"G. Henle Verlag, München, ."," Score and part in plastic slipcover. Excellent condition. No bowmarkings. Herausgegeben von Sonja Gerlach ; Klavierauszug von Stefan Zorzor ; Fingersatz, Strichbezeichnung und Kadenzen von Reiner Ginzel. Preface by Sonja Gerlach in German, English & French.",55508358,H39 2tet CON Hob. VIIb:2 H46
997,"Heggie, Jake, 1961-.",Times of day : three songs for mezzo-soprano and piano trio ,"Jake Heggie, , ."," Photocopy of score only; no parts. No originals. ""For mezzo-soprano, piano, violin, and violoncello."" Music by Jake Heggie ; poetry by Raymond Carver.",237792996,H44 4tet SONG
1004,"Hensel, Fanny Mendelssohn, 1805-1847.","Piano trio in D minor, op. 11 / Fanny Cäcilia Hensel née Mendelssohn ; Martha Furman Schleifer, introduction","Hildegard Pub. Co., Bryn Mawr, PA, .", Photocopies of score and parts are stored in file folders. No originals. Biographical and critical notes in English.,39677543,H46 3tet op. 11
1155,"Herbert, Victor, 1859-1924.",Concerto no. 2 opus 30 ,"International Music Company, New York City, .", Score and part. Excellent condition. No bowmarkings. Herbert ; for cello and piano ; [edited by] Leonard Rose. Acc. Originally for orchestra.,23215775,H47 2tet CON op. 30
939,"Herbert, Victor, 1859-1924.","Serenade, op. 3 ","C. Fischer, New York, 1912."," Photocopies of score and part in envelope. No originals. Stored in envelope with ID #940. ""Violoncello part in two versions (with and without use of tenor clef).""",61460976,H47 2tet SER op. 3
1265,"Higdon, Jennifer, 1962-.","Piano trio [for violin, cello, and piano]. Each movement can be performed as a separate work. One comb-bound score and 2 parts (violin, cello)","Philadelphia: Lawdon Press, 2003.", Commissioned by The Bravo! Vail Valley Music Festival 2003. Excellent condition. Unmarked.,,H5 3tet
796,"Hindemith, Paul, 1895-1963.","Abendkonzert, Nr. 2 Flötensolo mit Streichern Plöner Musiktag D ","B. Schott's, Mainz, .", Score only.  Parts are missing (handwritten parts filed with item).  Aged condition. Cover is yellowing and tearing at the crease.,890131934,H56 ENS CON Aben
842,"Hindemith, Paul, 1895-1963.","Die Serenaden: kleine Kantate nach romantischen Texten, für Sopran, Oboe, Bratsche und Violoncello, op. 35. Partitur mit unterlegter Klavierübertragung","B. Schott's Söhne, Mainz, ."," Score and three parts (parts, while from the same publisher, appear to be printed seperately.  ED 2027-10).  Good condition.",317395085,H56 4tet SER op. 35
598,"Hindemith, Paul, 1895-1963.","Drei Stücke für Violoncello und Klavier, Op. 8","Breitkopf & Härtel, Leipzig, .", Score and cello part. Excellent condition. No bowmarkings.,1225678,H56 2tet op. 8
888,"Hindemith, Paul, 1895-1963.","Kanonische Sonatine : für zwei Flöten, op. 31, Nr. 3. ","B. Schott's Söhne, London, .", 11 page score. Good condition. Very light yellowing of paper/cover.,29644713,H56 2tet SONA op. 31
1029,"Hindemith, Paul, 1895-1963.","Quartett für Klarinette, Violine, Violoncello und Klavier ","B. Schott's Söhne, Mainz, ."," Photocopies of parts only, spiral bound with tan covers and stored in file folder. Piano score is missing. Original part for clarinet is filed with this item from same publisher (though appears to be a slightly newer printing).",20022332,H56 4tet
169,"Hindemith, Paul, 1895-1963.","Sonata, opus 25, no. 3[for] violoncello solo","Associated Music Publishers, Inc., New York, ."," Solo cello part. Poor condition. Brittle paper, yellowing, crumbling at edges and fold. Heavy bowmarkings. Sole American issue of the original Schott edition.",943271,H56 SOLO SON op. 25
889,"Hindemith, Paul, 1895-1963.",Sonatine in canon style : for two flutes ,"Schott & Co., Ltd., London, .", 11 page score. Very good condition. Belwin Mills [distributor].,80493371,H56 2tet SONA op. 31
585,"Hindemith, Paul, 1895-1963.","Three pieces for violoncello and piano, op. 8.Capriccio in A major ","Breitkopf Publications, Inc., , ."," Score and part. Aged, worn condition. Paper is yellowing and has some slight water staining. Cover as torn completely off the score. Cover is tattering at edges. ""Sole American issue of the original.""/ Cover title./ Publisher's no.: Edition Breitkopf no. 5044.",17683786,H56 2tet op. 8 no. 1
451,"Hindemith, Paul, 1895-1963.","Three pieces for violoncello and piano, op. 8.Phantasiestück in B major ","Associated Music Publishers, New York, .", Score and part. Good aged condition. Some yellowing of the paper. Some slight tearing on the cover at the crease.,42231623,H56 2tet op. 8 no. 2
234,"Hovhaness, Alan, 1911-2000.",Sonata for violoncello and piano ,"Peer International Corporation, New York, .", Score and part. Very good condition. No bowmarkings.,2589105,H6 2tet SON
902,"Hovhaness, Alan, 1911-2000.","Sonata, for two oboes and organ, op. 130","C.F. Peters Corp., New York, .", Score and two parts. Fair condition. Some tearing at the crease on the score.,1834966,H6 3tet SON op. 130
352,"Hovhaness, Alan, 1911-2000.","Suite for violoncello and piano, op. 193","C.F. Peters Corporation, New York, .", Score and part in paper sleeve. Excellent condition. No bowmarkings.,1292414,H6 2tet SUI op. 193
828,"Hovhaness, Alan, 1911-2000.","Upon enchanted ground, for flute, v'cello, giant tamtam, harp. Op. 90, no. 1","C.F. Peters, New York, .", Score (harp) and 3 parts in paper sleeve. Good condition. Some minor tearing on the sleeve at the crease.,2142353,H6 4tet Upon op. 90
491,"Hovhaness, Alan, 1911-2000.","Violoncello concerto, opus 27","Whitney Blake Music Publishers, New York, .", Score for Symphony Orchestra. Reproduced from holograph score. Good condition. Paper is yellowing. Hovaness.,366764,H6 ENS CON op. 27
938,"Howells, Herbert, 1892-1983.","Quartet in A minor for pianoforte, violin, viola & violoncello, op. 21","Stainer & Bell Ltd., London, ."," Photocopies of score and parts, spiral bound with clear covers. No originals. ""Carnegie collection of British music.""",17956408,H69 4tet op. 21
1123,"Humperdinck, Engelbert, 1854-1921.","Konigskinder (Kingly children); introduction to the second act (Hellafest und kinderreigen),","Carl Fischer, New York, .", 8 page piano score only.  Fair aged condition. Paper is yellowed and tearing slightly at the crease. Arr. By Chas. J. Robert.,19896633,H8 ENS Koni
607,"Hyman, Dick, 1927-.","Sextet for Clarinet, Piano and String Quartet. Eastlake Music Inc.",", ."," Oversized score and six parts (violin I, violin II, viola, violoncello, clarinet, piano).  Good condition. No bowmarkings. 1st Performance with Eddie Daniels, Dick Hyman, The Vermeer String Quartet. Chicago, Il., May 10, 1988.",,H9 6tet
1024,"Hyman, Dick, 1927-.","Sextet for piano, clarinet, 2 violins, viola, cello. Eastlake Music, Inc.",", ."," Photocopies of score and parts only, stored in file folder. No originals.",,H9 6tet
358,"Ibert, Jacques, 1890-1962.",Histoires ... :la cage de cristal : pour violoncelle et piano ,"Alphonse Leduc & Cie, Paris, .", Score and part in paper sleeve. Extremely aged condition. Cover is brittle and has torn apart at the crease. Score and part are yellowing with age and show some tearing at the edges. [arrangée] par Maurice Maréchal.,55942337,I2 2tet Hist Cage
359,"Ibert, Jacques, 1890-1962.",Histoires :Le petit âne blanc ,"Alphonse Leduc & Cie, Paris, .", Score and part in paper sleeve. Extremely aged condition. Cover is brittle and has torn apart at the crease. Score and part are yellowing with age and are crumbling at the edges. Additional copy of score included in similarly aged condition. Pour violoncelle et piano par Maurice Marechal.,25136919,I2 2tet Hist Peti
603,"Ibert, Jacques, 1890-1962.","Histoires [3], Le vieux mendiant","Alphonse Leduc & Cie, Paris, .", Score and part in paper sleeve. Poor aged condition. Paper is yellowed and brittle. Tattering at edges. Jacques Ibert ; pour violoncelle et piano par Maurice Maréchal.,715286978,I2 2tet Hist Vieu
463,"Ibert, Jacques, 1890-1962.",Histoires. pour violoncelle et piano / La meneuse de tortues d'or :,"Alphonse Leduc & Cie, Paris, .", Score and part. Aged condition. Paper is yellowed. Some slight tearing at the crease and one large tear in the score.,55945115,I2 2tet Hist Mene
1077,"Indy, Vincent d', 1851-1931.","2me trio en forme de suite pour piano, violon et violoncelle op. 98 ","Rouart, Lerolle & Cie., Paris, ."," Photocopies of score and parts (some oversized, some letter sized) are stored in file/manila folders. No originals.",638835901,I5 3tet op. 98
1071,"Indy, Vincent d', 1851-1931.","Quatuor pour piano, violon, alto et violoncelle, op. 7 ","Durand, Paris, .", Photocopies of score and parts are stored in file folders. No originals.,50151381,I5 4tet op. 7
1037,"Indy, Vincent d', 1851-1931.","Sextuor pour deux violons, deux altos et deux violoncelles ","Heugel, Paris, .", Photocopies of score only.  No originals. Filed with ID #1036 (parts).,4477105,I5 6tet op. 92
1036,"Indy, Vincent d', 1851-1931.","Sextuor pour deux violons, deux altos et deux violoncelles ","Heugel, Paris, ."," Large photocopies of parts, spiral bound with light blue covers.  No originals. Filed with ID #1037 (score).",17670268,I5 6tet op. 92
1032,"Ireland, John, 1879-1962.","Phantasie in A minor, for pianoforte, violin & violoncello ","Augener, London, .", Photocopies of score and parts are stored in file folder. No originals.,57566059,I7 3tet FAN
914,"Ives, Charles, 1874-1954.","Largo : for violin, clarinet, and piano ","Southern Music Pub. Co., , .", Score and two parts in paper sleeve. Good condition.,1867464,I9 3tet Larg
712,"Ives, Charles, 1874-1954.","Trio for violin, violoncello, and piano ","Peer International Corporation, , ."," Score and two parts. Includes ""Critical commentary"" (15 p.)--by the editor.  Excellent condition. Charles E. Ives ; edited by John Kirkpatrick.",16394343,I9 3tet
664,"Jacob, Gordon, 1895-1984.","Prelude, passacaglia and fugue for violin and viola ","Joseph Williams Limited, London, .", 8 pages of music. Aged condition. Some minor tearing at the crease.,22096087,J3 2tet PRE
238,"Jacob, Gordon, 1895-1984.",Sonata for violoncello and pianoforte ,"Joseph Williams Limited, London, ."," Score and part. Good condition. No bowmarkings. Cover is stamped ""Introductory Copy (Not for sale)."" Mills Music, Inc. label is pasted to cover.",13345825,J3 2tet SON
655,"Janácek, Leos, 1854-1928.",I,"Streichquartett (1923). Universal Edition, Wien, ."," 36 pages of music. Mini score. Excellent condition. Pref. and critical report by M. Škampa in German, English, and French. Leoš Jánaček ; [revision, Milan Škampa].",38897309,J36 4tet U5
1240,"Janácek, Leos, 1854-1928.","Kvarteto pro dvoje housle, violu a violoncello : z podnětu L.N. Tolstého Kreutzerovy sonáty =Streichquartett = String quartet = Quatuor à cordes : inspiré par La sonate à Kreutzer de L.N. Tolstoi /"">","Hudební matice Umělecké besedy, Praha, .", Oversized photocopies of parts. No originals.,858324943,J36 4tet P7
99,"Janácek, Leos, 1854-1928.","Quartet no. 1 :inspired by Tolstoy's Kreutzer sonata, for 2 violins, viola and cello ","Masters Music Publications, Inc., Boca Raton, Florida, ."," Four parts in paper sleeve. Excellent condition. In the drawer this publication is filed with large photocopies of a prior edition of Janacek's piece, published by Hudebni Matice in 1925 (Publisher No. 346).",19051614,J36 4tet no. 1
1003,"Janácek, Leos, 1854-1928.",Sonata : for violin and piano ,"Masters Music Publications, Miami Lakes, Fla., .", 27 page score with part. Excellent condition. Leoš Janáček ; revised by Josef Suk.,18669427,J36 2tet SON
952,"Jolivet, André, 1905-1974.",Chant de Linos : pour flûte et piano ,"A. Leduc, Paris, ."," Photocopies of scores in file folder. No originals. Flute part is missing. Originally for flute, harp, violin, viola, violoncello; acc. Arr. For piano.",51303233,J65 2tet Chan
1027,"Jolivet, André, 1905-1974.",Chant de Linos : pour flûte et piano ,"Alphonse Leduc, Paris, ."," Photocopies of score, stored in file folder. No originals.  Flute part is missing.",935283,J65 2tet Chan
1198,"Jongen, Joseph, 1873-1953.","Deux pieces : pour quatre violoncelles, 1929, [op. 89] ","CeBeDeM, Brussels, .", Photocopy of score only. No originals. No parts. Photocopy of composer's holograph. Jongen; annotated by Laszlo Varga.,826121554,J66 4tet op. 89
421,"Joplin, Scott, 1868-1917.",Sechs Ragtimes :für Violine oder Violoncello und Klavier ,"Edition Kunzelmann, , ."," Volume I of II only. Score, violon part, violoncello part. Excellent condition. No bowmarkings. Arrangiert und herausgegeben von Dieter H. Förster.",12914622,J67 2tet RAG vol. 1
422,"Joplin, Scott, 1868-1917.",Sechs Ragtimes für Violine oder Violoncello und Klavier. II ,"Edition Kunzelmann, , ."," Volume II of II only. Score, violon part, violoncello part. Excellent condition. No bowmarkings. Arrangiert und herausgegeben von Dieter H. Förster.",226215823,J67 2tet RAG vol. 2
927,"Juon, Paul, 1872-1940.","Rhapsodie für Violine, Bratsche, Violoncell und Klavier, op. 37 ","Schlesinger, Berlin, .", Photocopies of score and parts in manila envelopes.  No originals.,17956159,J8 4tet RHA op. 37
1081,"Kabalevskij, Dmitrij B., 1904 - 1986.","Kvartet no 2 (g-moll) dlja dvuch skripok, alʹta i violončeli, op. 44 = Quartet no 2 (g-moll) for two violins, viola and violoncello, op. 44 ","Boosey & Hawkes, , ."," Photocopies of parts, spiral bound, are stored in a file folder. No originals. Copies are Boosey & Hawkes authorized archive prints (stamped on cover).",,K3 4tet op. 44
539,"Kabalevsky, Dmitry Borisovich, 1904-1987.","Concerto No. 1, opus 49, for cello and piano ","International Music Company, New York City, .", Score and part. Excellent condition. Very light bowmarkings on cello part. Introductory notes by E. Lee Fairley (p. [2]). Originally for cello and orchestra.,259652,K3 2tet CON op. 49
486,"Kabalevsky, Dmitry Borisovich, 1904-1987.","Kontsert dlia violoncheli s orkestrom =Concerto for violoncello and orchestra, op. 49 ","Gosudarstvennoe Muzykal'noe Izd-vo, Moskva, .", Score and part. Good aged condition. Paper is yellowing. No bowmarkings. Preface in Russian and English by V. Delson.,18429483,K3 ENS CON op. 49
98,"Kabalevsky, Dmitry Borisovich, 1904-1987.","Kvartet no. 2 (g-moll), Op. 44 ","Boosey & Hawkes Music Archive, London, ."," Authorized archive prints from Boosey & Hawkes. Four original archive parts from B&H, plus the following photocopied/spiral bound parts. Violino I: Gold cover. Seven parts. Violino II: Gray cover. Seven parts. Viola: Green cover. Six parts. Violoncello: Orange cover. Seven parts.",,K3 4tet op. 44
209,"Kabalevsky, Dmitry Borisovich, 1904-1987.","Sonata in B-flat major, opus 71 for cello and piano ","International Music Company, New York City, .", Score and part. Excellent condition. Biographical sketch and program note on p. [3] of part by Paul Affelder.,259659,K3 2tet SON op. 71
865,"Kaminsky, Laura, 1956-.","Horizon lines : for oboe, bassoon, piano, and digital video ","Distributed by Subito Music, , ."," Score and two parts. DVD is missing. Excellent condition. Music, Laura Kaminsky ; paintings, Rebecca Allan ; digital video, John Feldman. Includes program and performance notes on title page verso. Commissioned by the Seattle Chamber Music Society.",761287077,K36 4tet Hori
864,"Kaminsky, Laura, 1956-.","Horizon lines : for oboe, bassoon, piano, and digital video ","Distributed by Subito Music, , ."," Score only; parts and DVD are missing. Otherwise excellent condition. Music, Laura Kaminsky ; paintings, Rebecca Allan ; digital video, John Feldman. Includes program and performance notes on title page verso. Commissioned by the Seattle Chamber Music Society.",761287077,K36 4tet Hori
905,"Katz, Erich, 1900-1973.","Sonatina. For two alto recorders or flutes, or recorder and oboe","Hargail Music Press, New York, .", Five page score. Good condition.,14146299,K38 2tet SONA
1263,"Kernis, Aaron Jay.","Perpetual Chaconne: for Clarinet in A, 2 Violins, Viola, and Cello","New York: AJK Music, 2012."," Commissioned by Chamber Music Northwest, La Jolla Music Society for Summerest, and Santa Fe Chamber Music Festival/ for David Shifrin and the Orion Quartet, and John Bruce Yeh and the Calder Quartet. 1 original score and 5 parts. Excellent condition. No bowmarkings.",,K4 5tet Perp
1181,"Kessler, Jerome.",Kol nidrei : for solo cello ,"Elkan-Vogel, Inc., Bryn Mawr, Pennsylvania, ."," 3 pages of music. Good condition. No bowmarkings, light yellowing of paper.",8754076,K42 SOLO Kol
490,"Khachaturian, Aram, 1903-1978.",Kontsert dlia violoncheli s orkestrom,"Gos. muzykal’noe izd-vo, Moskva, .", Score and part. Good condition. No bowmarkings. Perelozhenie dlia violoncheli i fortep’iano [1946] Concerto for violoncello and orchestra. Arr. for violoncello and pianoforte. Preface in English and Russian by L. Auerbach.,22395565,K43 2tet CON
851,"Khachaturi︠a︡n, Aram, 1903-1978.","Trio, for clarinet (or viola), violin, and piano ","International Music Company, New York City, ."," Piano score and three parts in paper sleeve. Excellent condition. No bowmarkings. Khachaturian, Aram ; viola part transcribed by J. Vieland.",19515221,K43 3tet
852,"Khachaturi︠a︡n, Aram, 1903-1978.","Trio, for clarinet (or viola), violin, and piano ","International Music Company, New York City, ."," Piano score and three parts in paper sleeve. Very good condition. Khachaturian, Aram ; viola part transcribed by J. Vieland.",19515221,K43 3tet
153,"Kirchner, Leon.",For cello solo :1986 ,"Associated Music Publishers, New York, NY, ."," One part, excellent condition.",25093210,K5 SOLO
1167,"Klengel, Julius, 1859-1933.","Concertino in C major--opus 7, for cello and piano ","International Music Company, New York City, .", 24 page score and part. Good condition. No bowmarkings. Klengel ; [edited by] Leonard Rose.,563504,K54 2tet CONC op. 7
556,"Klengel, Julius, 1859-1933.","Scherzo, op. 6 :for cello and piano ","International Music Company, New York City, .", Score and part. Good condition. Some bowmarkings on first page of part.,7111779,K54 2tet SCH op. 6
1168,"Klengel, Julius, 1859-1933.","Sonatina no. 1, in C minor, op. 48 : for cello and piano ","International Music Company, New York City, .", 12 page score and part. Very good condition. No bowmarkings.,543330,K54 2tet SONA op. 48
409,"Klengel, Julius, 1859-1933.",Technical studies for cello ,"International Music Company, New York City, .", 57 pages of music. Volume II of II only. Good condition. No bowmarkings.,6922026,TECH K54 Tech vol. 2
287,"Klengel, Julius, 1859-1933.",Technical studies for cello ,"International Music Company, New York City, .", 39 pages of music. Very good condition. No bowmarkings. Volume I of II.,556124,TECH K54 Tech vol. 1
1271,"Kodály, Zoltán, 1882-1967.",Monar Anna/ Schöm Anna/Annie Miller. English translation by M.D. Calvocoressi. Deutsche Ubertragung von Emma Kodaly und B. Szabolcsi,"London: Universal Edition, 1952.", Universal Edition No. 8480. 1 8-paged photocopy of score for voice and piano taped together. Very good condition. Unmarked.,,K6 2tet Mona
171,"Kodály, Zoltán, 1882-1967.","Capriccio, per violoncello solo","Editio Musica, Budapest, 1972.", Solo part. Very good condition. Közreadja Mezo László.,13699252,K6 SOLO CAPR
3,"Kodály, Zoltán, 1882-1967.","Duo, op. 7 : violino & violoncello","Universal Edition, London, 1952.", Score and part in paper sleeve. Excellent condition.  No bowmarkings.,24518766,K6 2tet op. 7
45,"Kodály, Zoltán, 1882-1967.","Duo, op. 7 : violino & violoncello ","Universal Edition, London, 1952."," One part in paper sleeve. Violin part missing. Violoncello part in poor condition. Heavy bowmarkings and tattered, taped edges.",24518766,K6 2tet op. 7
1028,"Kodály, Zoltán, 1882-1967.",Intermezzo : per trio d'archi ,"Editio Musica, Budapest, ."," Photocopies of score and parts only, stored in file folder. No originals.",6327151,K6 3tet INT
25,"Kodály, Zoltán, 1882-1967.","Serenade, 2 Violons und Alto, op. 12. Parties","Universal Edition, London, 1921.", Three parts in paper sleeve.  Good condition.  Light bowmarkings.,604514,K6 3tet SER op. 12
617,"Kodály, Zoltán, 1882-1967.",Sonata dlia violoncheli solo ,"Gos. muz. izd-vo, Moskva, .", 20 pages of music. Fair aged condition. Paper is yellowing and there is some tearing at the crease. No bowmarkings. Z. Kodai.,43334440,K6 SOLO SON op. 8
256,"Kodály, Zoltán, 1882-1967.",Sonate pour violoncelle seul :op. 8 ,"Universal Edition (London) Ltd., London, ."," 1 part. Poor condition. Bowmarkings throughout. Paper yellowing at the edges and tearing at the crease. Performance instructions in German, English and French.",54850214,K6 SOLO SON op. 8 U5
183,"Kodály, Zoltán, 1882-1967.","Sonate, op. 4, Violoncello & Piano ","Universal Edition, London, .", Score and part. Very good condition. No bowmarkings.,10044391,K6 2tet SON op. 4
935,"Korngold, Erich Wolfgang, 1897-1957.","Konzert in C-dur, in einem Satz für Violoncello und Orchester. Op. 37","B. Schott's Söhne, Mainz, .", Photocopies of score and part in envelope. No originals.,4030105,K67 ENS CON op. 37
1145,"Korngold, Erich Wolfgang, 1897-1957.","Quintett 2 Violinen, Viola, Violoncello und Klavier Opus 15 (E Dur) ","B. Schott's Söhne, Mainz, .", Oversized photocopies of score and parts. No originals.,24485687,K67 5tet op. 15
1017,"Korngold, Erich Wolfgang, 1897-1957.","Sextett in D-dur für 2 Violinen, 2 Bratschen und 2 Violoncelle, Op. 10","B. Schott's Söhne, Mainz, .", Photocopies of score and parts only (some spiral bound with blue covers and some unbound photocopies). No originals.,18767886,K67 6tet op. 10
1136,"Korngold, Erich Wolfgang, 1897-1957.","Suite für 2 Violinen, Violoncello und Klavier (linke Hand), Opus 23 ","B. Schott's Sohne, Mainz, ."," Photocopies of score and parts and some original parts. Violine II part is in good condition. Small stain on first page. No bowmarkings. ""For 2 violins, violoncello, and piano (one hand).""",13893229,K67 4tet SUI op. 23
419,"Kreisler, Fritz, 1875-1962.",Liebesfreud :violoncello and piano ,"Charles Foley, Inc., New York, .", Score and part. Very good condition. Some slight tearing at the crease. No bowmarkings.,3692904,K7 2tet Liebesfreud
336,"Kreisler, Fritz, 1875-1962.",Liebesleid :for violin and piano ,"Charles Foley, New York, ."," Score and part in paper sleeve. Excellent condition. No bowmarkings. Subtitle: ""Love's sorrow""--Caption.",3178919,K7 2tet Liebesleid
548,"Kreisler, Fritz, 1875-1962.",Liebesleid :for violoncello and piano ,"Charles Foley, Inc., New York, ."," Score and part in paper sleeve. Very good condition. No bowmarkings. Subtitle: ""Love's sorrow""--Caption.",20538547,K7 2tet Liebesleid
577,"Kreisler, Fritz, 1875-1962.",Preghiera for violin and piano ,"Charles Foley, Inc., New York City, .", Score and part. Good condition. Some tearing on the cover at the crease. Other Title: Preghiera (in the style of Martini).,848175532,K7 2tet Preg
1014,"Kreisler, Fritz, 1875-1962.","Quartet, A minor : two violins, viola, cello","Charles Foley, New York City, .", Photocopies of parts are stored in file folder. No originals.,608351,K7 4tet A-min
